Experiment,Dataset,Model,Epochs,Best Epoch,Precision,Recall,mAP50,mAP50-95,Hardware
Baseline,Original CityPersons,YOLOv8n,50,49,0.911,0.868,0.944,0.662,Tesla T4 GPU
